'from' | In regular: 172 | In spam: 192
'johnboychathotmailcom' | In regular: 0 | In spam: 1
'amizzyhotmailcom' | In regular: 0 | In spam: 1
'anaoasishotmailcom' | In regular: 0 | In spam: 1
'brissyboyhotmailcom' | In regular: 0 | In spam: 1
'bakerkenhotmailcom' | In regular: 0 | In spam: 1
'dompteurhotmailcom' | In regular: 0 | In spam: 1
'feeing' | In regular: 0 | In spam: 1
'symptoms' | In regular: 0 | In spam: 2
'limbaugh' | In regular: 0 | In spam: 27
'remain' | In regular: 0 | In spam: 1
'mind' | In regular: 0 | In spam: 6
'relationships' | In regular: 0 | In spam: 3
'carroll' | In regular: 0 | In spam: 3
'painkillers' | In regular: 0 | In spam: 3
'investigated' | In regular: 0 | In spam: 4
'hunkers' | In regular: 0 | In spam: 5
'riodan' | In regular: 0 | In spam: 2
'vermont' | In regular: 0 | In spam: 2
'wouldn' | In regular: 0 | In spam: 1
'donovan' | In regular: 0 | In spam: 2
'srcelement' | In regular: 0 | In spam: 2
'racetrack' | In regular: 0 | In spam: 1
'shocking' | In regular: 0 | In spam: 2
'distraction' | In regular: 0 | In spam: 2
'rogers' | In regular: 0 | In spam: 2
'judge' | In regular: 0 | In spam: 1
'spanish' | In regular: 0 | In spam: 1
'worker' | In regular: 0 | In spam: 2
'commentator' | In regular: 0 | In spam: 1
'edmondson' | In regular: 0 | In spam: 1
'overrated' | In regular: 0 | In spam: 1
'connell' | In regular: 0 | In spam: 4
'quarterback' | In regular: 0 | In spam: 1
'lawyers' | In regular: 0 | In spam: 5
'baptist' | In regular: 0 | In spam: 1
'criticized' | In regular: 0 | In spam: 3
'circumstances' | In regular: 0 | In spam: 2
'bella' | In regular: 0 | In spam: 1
'spokesman' | In regular: 0 | In spam: 1
'soften' | In regular: 0 | In spam: 1
'invested' | In regular: 0 | In spam: 2
'succeed' | In regular: 0 | In spam: 1
'affair' | In regular: 0 | In spam: 2
'isolated' | In regular: 0 | In spam: 1
'statements' | In regular: 0 | In spam: 12
'opposing' | In regular: 0 | In spam: 1
'margin' | In regular: 0 | In spam: 4
'veteran' | In regular: 0 | In spam: 1
'philadelphia' | In regular: 0 | In spam: 1
'overall' | In regular: 0 | In spam: 5
'opportunities' | In regular: 0 | In spam: 2
'intent' | In regular: 0 | In spam: 4
'backing' | In regular: 0 | In spam: 3
'black' | In regular: 0 | In spam: 12
'ratings' | In regular: 0 | In spam: 4
'early' | In regular: 0 | In spam: 2
'resigned' | In regular: 0 | In spam: 3
'buren' | In regular: 0 | In spam: 4
'tone' | In regular: 0 | In spam: 1
'regret' | In regular: 0 | In spam: 2
'identifying' | In regular: 0 | In spam: 1
'desirous' | In regular: 0 | In spam: 3
'naacp' | In regular: 0 | In spam: 2
'fire' | In regular: 0 | In spam: 6
'nerd' | In regular: 0 | In spam: 2
'syndicated' | In regular: 0 | In spam: 4
'resignation' | In regular: 0 | In spam: 1
'nagle' | In regular: 0 | In spam: 2
'fayetteville' | In regular: 0 | In spam: 2
'pregame' | In regular: 0 | In spam: 2
'leasing' | In regular: 0 | In spam: 4
'lawyer' | In regular: 0 | In spam: 1
'regretted' | In regular: 0 | In spam: 1
'anchors' | In regular: 0 | In spam: 1
'markets' | In regular: 0 | In spam: 3
'arguing' | In regular: 0 | In spam: 2
'concern' | In regular: 0 | In spam: 3
'quarterbacks' | In regular: 0 | In spam: 1
'surrounding' | In regular: 0 | In spam: 1
'believe' | In regular: 0 | In spam: 5
'witness' | In regular: 0 | In spam: 2
'ceremony' | In regular: 0 | In spam: 1
'stepped' | In regular: 0 | In spam: 1
'grinder' | In regular: 0 | In spam: 1
'upholds' | In regular: 0 | In spam: 1
'contributed' | In regular: 0 | In spam: 2
'ignorant' | In regular: 0 | In spam: 2
'weekend' | In regular: 0 | In spam: 2
'mcnabb' | In regular: 0 | In spam: 3
'abortion' | In regular: 0 | In spam: 1
'killing' | In regular: 0 | In spam: 3
'veterans' | In regular: 0 | In spam: 2
'property' | In regular: 0 | In spam: 3
'hall' | In regular: 0 | In spam: 1
'countdown' | In regular: 0 | In spam: 3
'upset' | In regular: 0 | In spam: 2
'reenactment' | In regular: 0 | In spam: 1
'evasion' | In regular: 0 | In spam: 5
'dixieland' | In regular: 0 | In spam: 2
'independently' | In regular: 0 | In spam: 1
'vista' | In regular: 0 | In spam: 4
'palm' | In regular: 0 | In spam: 2
'extention' | In regular: 0 | In spam: 1
'quits' | In regular: 0 | In spam: 1
'outrage' | In regular: 0 | In spam: 3
'matter' | In regular: 0 | In spam: 6
'interviewed' | In regular: 0 | In spam: 1
'immediately' | In regular: 0 | In spam: 3
'democratic' | In regular: 0 | In spam: 1
'zachary' | In regular: 0 | In spam: 1
'discomfort' | In regular: 0 | In spam: 2
'bigoted' | In regular: 0 | In spam: 1
'malicious' | In regular: 0 | In spam: 3
'prescription' | In regular: 0 | In spam: 2
'blacks' | In regular: 0 | In spam: 2
'abusing' | In regular: 0 | In spam: 1
'rush' | In regular: 0 | In spam: 1
'downs' | In regular: 0 | In spam: 1
'george' | In regular: 0 | In spam: 2
'presidential' | In regular: 0 | In spam: 6
'somewhat' | In regular: 0 | In spam: 1
'allegations' | In regular: 0 | In spam: 2
'wilma' | In regular: 0 | In spam: 1
'christmas' | In regular: 0 | In spam: 2
'birth' | In regular: 0 | In spam: 1
'walt' | In regular: 0 | In spam: 5
'tempest' | In regular: 0 | In spam: 2
'attorney' | In regular: 0 | In spam: 1
'shohat' | In regular: 0 | In spam: 1
'offensive' | In regular: 0 | In spam: 1
'bets' | In regular: 0 | In spam: 1
'hear' | In regular: 0 | In spam: 1
'cline' | In regular: 0 | In spam: 1
'ctdoff' | In regular: 0 | In spam: 1
'conviction' | In regular: 0 | In spam: 2
'stuttgart' | In regular: 0 | In spam: 2
'partnership' | In regular: 0 | In spam: 1
'apology' | In regular: 0 | In spam: 1
'carried' | In regular: 0 | In spam: 1
'berman' | In regular: 0 | In spam: 3
'benton' | In regular: 0 | In spam: 1
'supper' | In regular: 0 | In spam: 3
'resolve' | In regular: 0 | In spam: 1
'enquirer' | In regular: 0 | In spam: 1
'claims' | In regular: 0 | In spam: 6
'politically' | In regular: 0 | In spam: 1
'default' | In regular: 0 | In spam: 1
'focused' | In regular: 0 | In spam: 1
'jeffrey' | In regular: 0 | In spam: 1
'motivated' | In regular: 0 | In spam: 1
'resign' | In regular: 0 | In spam: 1
'disney' | In regular: 0 | In spam: 5
'crew' | In regular: 0 | In spam: 3
'abused' | In regular: 0 | In spam: 1
'mike' | In regular: 0 | In spam: 2
'responsible' | In regular: 0 | In spam: 3
'remarks' | In regular: 0 | In spam: 1
'muralidhar' | In regular: 0 | In spam: 1
'elkheir' | In regular: 0 | In spam: 1
'emfarmahotmailcom' | In regular: 0 | In spam: 1
'ooonyhotmailcom' | In regular: 0 | In spam: 1
'debbiedjohnsonhotmailcom' | In regular: 0 | In spam: 1
'xorbahotmailcom' | In regular: 0 | In spam: 1
'garydurlinghotmailcom' | In regular: 0 | In spam: 1
'rtphotmailcom' | In regular: 0 | In spam: 2
'shunhotmailcom' | In regular: 0 | In spam: 2
'trustmehotmailcom' | In regular: 0 | In spam: 2
'msaeedhotmailcom' | In regular: 0 | In spam: 1
'ksjhotmailcom' | In regular: 0 | In spam: 1
'susangohotmailcom' | In regular: 0 | In spam: 1
'brookiehotmailcom' | In regular: 0 | In spam: 2
'alicedubuchotmailcom' | In regular: 0 | In spam: 1
'aweerdhotmailcom' | In regular: 0 | In spam: 1
'jmhotmailcom' | In regular: 0 | In spam: 2
'putarohotmailcom' | In regular: 0 | In spam: 1
'lucvdlhotmailcom' | In regular: 0 | In spam: 1
'chynahotmailcom' | In regular: 0 | In spam: 2
'hkruschinskihotmailcom' | In regular: 0 | In spam: 1
'emfarmerhotmailcom' | In regular: 0 | In spam: 1
'ooonyehotmailcom' | In regular: 0 | In spam: 1
'debbiedmoorehotmailcom' | In regular: 0 | In spam: 1
'xorbahhotmailcom' | In regular: 0 | In spam: 1
'overnight' | In regular: 0 | In spam: 1
'virgin' | In regular: 0 | In spam: 1
'tony' | In regular: 0 | In spam: 3
'constantly' | In regular: 0 | In spam: 2
'nelson' | In regular: 0 | In spam: 2
'tolowercase' | In regular: 0 | In spam: 6
'archivestuff' | In regular: 0 | In spam: 6
'southland' | In regular: 0 | In spam: 1
'hawkes' | In regular: 0 | In spam: 3
'unaware' | In regular: 0 | In spam: 2
'manager' | In regular: 0 | In spam: 3
'reasons' | In regular: 0 | In spam: 5
'referred' | In regular: 0 | In spam: 2
'soon' | In regular: 0 | In spam: 3
'crosswords' | In regular: 0 | In spam: 2
'instructed' | In regular: 0 | In spam: 1
'scrutiny' | In regular: 0 | In spam: 2
'dyer' | In regular: 0 | In spam: 4
'investigator' | In regular: 0 | In spam: 3
'squad' | In regular: 0 | In spam: 4
'released' | In regular: 0 | In spam: 1
'raquo' | In regular: 0 | In spam: 6
'spacwritead' | In regular: 0 | In spam: 3
'waikato' | In regular: 0 | In spam: 2
'prison' | In regular: 0 | In spam: 4
'conduct' | In regular: 0 | In spam: 1
'nlsn' | In regular: 0 | In spam: 1
'boss' | In regular: 0 | In spam: 1
'queries' | In regular: 0 | In spam: 1
'newspapers' | In regular: 0 | In spam: 5
'related' | In regular: 0 | In spam: 9
'manawatu' | In regular: 0 | In spam: 2
'rscl' | In regular: 0 | In spam: 3
'printable' | In regular: 0 | In spam: 3
'paparua' | In regular: 0 | In spam: 1
'chch' | In regular: 0 | In spam: 2
'reaction' | In regular: 0 | In spam: 2
'sparked' | In regular: 0 | In spam: 1
'jobstuff' | In regular: 0 | In spam: 1
'draws' | In regular: 0 | In spam: 1
'stuff' | In regular: 0 | In spam: 9
'parsefloat' | In regular: 0 | In spam: 3
'employers' | In regular: 0 | In spam: 1
'criticising' | In regular: 0 | In spam: 1
'managers' | In regular: 0 | In spam: 2
'headlines' | In regular: 0 | In spam: 6
'ordm' | In regular: 0 | In spam: 7
'disciplinary' | In regular: 0 | In spam: 1
'deadlines' | In regular: 0 | In spam: 3
'goon' | In regular: 0 | In spam: 4
'browver' | In regular: 0 | In spam: 1
'wgtn' | In regular: 0 | In spam: 1
'undertaken' | In regular: 0 | In spam: 2
'stuffonsale' | In regular: 0 | In spam: 1
'martelli' | In regular: 0 | In spam: 1
'hmtn' | In regular: 0 | In spam: 1
'disbanded' | In regular: 0 | In spam: 1
'employees' | In regular: 0 | In spam: 1
'response' | In regular: 0 | In spam: 1
'propertystuff' | In regular: 0 | In spam: 1
'investigators' | In regular: 0 | In spam: 1
'rssv' | In regular: 0 | In spam: 3
'forbids' | In regular: 0 | In spam: 1
'post' | In regular: 0 | In spam: 4
'revenue' | In regular: 0 | In spam: 3
'spokeswoman' | In regular: 0 | In spam: 1
'aamsz' | In regular: 0 | In spam: 1
'hurry' | In regular: 0 | In spam: 1
'cuisine' | In regular: 0 | In spam: 1
'coast' | In regular: 0 | In spam: 17
'loans' | In regular: 0 | In spam: 2
'handle' | In regular: 0 | In spam: 2
'needs' | In regular: 0 | In spam: 3
'improvments' | In regular: 0 | In spam: 2
'consolidation' | In regular: 0 | In spam: 2
'bills' | In regular: 0 | In spam: 2
'jeramy' | In regular: 0 | In spam: 1
'groat' | In regular: 0 | In spam: 1
'banachspacehotmailcom' | In regular: 0 | In spam: 4
'osteen' | In regular: 0 | In spam: 1
'banachspaceshotmailcom' | In regular: 0 | In spam: 5
'frederick' | In regular: 0 | In spam: 1
'sottile' | In regular: 0 | In spam: 1
'mbulahhotmailcom' | In regular: 0 | In spam: 6
'jarred' | In regular: 0 | In spam: 1
'banacihotmailcom' | In regular: 0 | In spam: 5
'stacey' | In regular: 0 | In spam: 1
'vaden' | In regular: 0 | In spam: 1
'mbulajhotmailcom' | In regular: 0 | In spam: 5
'therese' | In regular: 0 | In spam: 1
'mullenix' | In regular: 0 | In spam: 1
'banacidhotmailcom' | In regular: 0 | In spam: 5
'witham' | In regular: 0 | In spam: 1
'mbulakhotmailcom' | In regular: 0 | In spam: 5
'banacilhotmailcom' | In regular: 0 | In spam: 5
'mbulamayhotmailcom' | In regular: 0 | In spam: 5
'banackhotmailcom' | In regular: 0 | In spam: 10
'mbulanhotmailcom' | In regular: 0 | In spam: 5
'lashonda' | In regular: 0 | In spam: 1
'ragland' | In regular: 0 | In spam: 1
'mbulanadihotmailcom' | In regular: 0 | In spam: 5
'roger' | In regular: 0 | In spam: 1
'rutledge' | In regular: 0 | In spam: 1
'banackangelhotmailcom' | In regular: 0 | In spam: 5
'jackeline' | In regular: 0 | In spam: 1
'mcneilly' | In regular: 0 | In spam: 1
'mbulandhotmailcom' | In regular: 0 | In spam: 4
'banackbhotmailcom' | In regular: 0 | In spam: 4
'gonzalo' | In regular: 0 | In spam: 1
'thorton' | In regular: 0 | In spam: 1
'mbulandahotmailcom' | In regular: 0 | In spam: 3
'hheey' | In regular: 0 | In spam: 1
'wings' | In regular: 0 | In spam: 3
'birds' | In regular: 0 | In spam: 22
'flightless' | In regular: 0 | In spam: 1
'ostriches' | In regular: 0 | In spam: 1
'ideas' | In regular: 0 | In spam: 2
'higher' | In regular: 0 | In spam: 2
'shapes' | In regular: 0 | In spam: 1
'adapt' | In regular: 0 | In spam: 1
'pleasures' | In regular: 0 | In spam: 1
'popular' | In regular: 0 | In spam: 2
'pleasure' | In regular: 0 | In spam: 1
'lowest' | In regular: 0 | In spam: 1
'orgasm' | In regular: 0 | In spam: 1
'hearts' | In regular: 0 | In spam: 1
'proportionately' | In regular: 0 | In spam: 1
'larger' | In regular: 0 | In spam: 2
'ijbhx' | In regular: 0 | In spam: 1
'fwwhtrl' | In regular: 0 | In spam: 1
'zygvx' | In regular: 0 | In spam: 1
'cocnw' | In regular: 0 | In spam: 1
'vmvxvienyom' | In regular: 0 | In spam: 1
'djbohbii' | In regular: 0 | In spam: 1
'snhm' | In regular: 0 | In spam: 1
'xcdzri' | In regular: 0 | In spam: 1
'ezgs' | In regular: 0 | In spam: 1
'pzvs' | In regular: 0 | In spam: 1
'ljrao' | In regular: 0 | In spam: 1
'molyfcgsilljtg' | In regular: 0 | In spam: 1
'qkdm' | In regular: 0 | In spam: 1
'uqei' | In regular: 0 | In spam: 1
'hlukijovl' | In regular: 0 | In spam: 1
'ormne' | In regular: 0 | In spam: 1
'bnleooshj' | In regular: 0 | In spam: 1
'dlfvqalzyvyie' | In regular: 0 | In spam: 1
'zgwvbjxzfsewl' | In regular: 0 | In spam: 1
'qjkdpjmihfsrodjkedxxr' | In regular: 0 | In spam: 1
'gsbyfxem' | In regular: 0 | In spam: 1
'prxnhgrwgjmkgbbny' | In regular: 0 | In spam: 1
'ofie' | In regular: 0 | In spam: 1
'csbc' | In regular: 0 | In spam: 1
'yahvyidgrfxqc' | In regular: 0 | In spam: 1
'aqqcapmhfveupqlmriduld' | In regular: 0 | In spam: 1
'wiqy' | In regular: 0 | In spam: 1
'qxvzdh' | In regular: 0 | In spam: 1
'aacqjeos' | In regular: 0 | In spam: 1
'fyarsmxxqj' | In regular: 0 | In spam: 1
'bxlk' | In regular: 0 | In spam: 1
'rqbpgkjhm' | In regular: 0 | In spam: 1
'mdath' | In regular: 0 | In spam: 1
'sdwdxtuoamj' | In regular: 0 | In spam: 1
'jfsdqv' | In regular: 0 | In spam: 1
'hgsgjrglqxvottjlohk' | In regular: 0 | In spam: 1
'vbgpgepguk' | In regular: 0 | In spam: 1
'mmup' | In regular: 0 | In spam: 1
'phif' | In regular: 0 | In spam: 1
'srgdrcbvne' | In regular: 0 | In spam: 1
'silwz' | In regular: 0 | In spam: 1
'wvusvyn' | In regular: 0 | In spam: 1
'qeswpw' | In regular: 0 | In spam: 1
'nbnehgfftw' | In regular: 0 | In spam: 1
'hhbjptnysjvcbpj' | In regular: 0 | In spam: 1
'tkkz' | In regular: 0 | In spam: 1
'ueahsryif' | In regular: 0 | In spam: 1
'oztt' | In regular: 0 | In spam: 1
'fcoqdiqtyfsvypsfgcqlpmkwslg' | In regular: 0 | In spam: 1
'wborqnysxrvzxmcecme' | In regular: 0 | In spam: 1
'nury' | In regular: 0 | In spam: 1
'slit' | In regular: 0 | In spam: 1
'qgrtwazxzohiulrlsvgtkeacbbvjlevoxosxmrmaqnlxob' | In regular: 0 | In spam: 1
'wvqgfg' | In regular: 0 | In spam: 1
'lzotwo' | In regular: 0 | In spam: 1
'nfiohtnzwwi' | In regular: 0 | In spam: 1
'xfdivza' | In regular: 0 | In spam: 1
'zindwd' | In regular: 0 | In spam: 1
'nffvrvdhrtwp' | In regular: 0 | In spam: 1
'filfxmj' | In regular: 0 | In spam: 1
'pgxi' | In regular: 0 | In spam: 1
'ltxtlkgx' | In regular: 0 | In spam: 1
'oomngyejyxrqxua' | In regular: 0 | In spam: 1
'gigtikehp' | In regular: 0 | In spam: 1
'shponxjapwtlbjyktvcwjba' | In regular: 0 | In spam: 1
'eikxqy' | In regular: 0 | In spam: 1
'xchb' | In regular: 0 | In spam: 1
'cusxrrwyjhngizk' | In regular: 0 | In spam: 1
'zkqtbhbw' | In regular: 0 | In spam: 1
'shop' | In regular: 0 | In spam: 4
'campare' | In regular: 0 | In spam: 1
'confident' | In regular: 0 | In spam: 1
'discounters' | In regular: 0 | In spam: 1
'wholesale' | In regular: 0 | In spam: 1
'huge' | In regular: 0 | In spam: 3
'stop' | In regular: 0 | In spam: 3
'paying' | In regular: 0 | In spam: 5
'retail' | In regular: 0 | In spam: 5
'wndlxyahoocom' | In regular: 0 | In spam: 1
'dslprodigynetmx' | In regular: 0 | In spam: 2
'cara' | In regular: 0 | In spam: 2
'humphrey' | In regular: 0 | In spam: 2
'stock' | In regular: 0 | In spam: 13
'cypm' | In regular: 0 | In spam: 13
'compete' | In regular: 0 | In spam: 3
'symbol' | In regular: 0 | In spam: 1
'sector' | In regular: 0 | In spam: 1
'quote' | In regular: 0 | In spam: 2
'acquires' | In regular: 0 | In spam: 1
'profitable' | In regular: 0 | In spam: 1
'joongang' | In regular: 0 | In spam: 3
'pixar' | In regular: 0 | In spam: 3
'yorkprimezonecyper' | In regular: 0 | In spam: 1
'otcbb' | In regular: 0 | In spam: 1
'animation' | In regular: 0 | In spam: 11
'producing' | In regular: 0 | In spam: 1
'glacial' | In regular: 0 | In spam: 2
'epoch' | In regular: 0 | In spam: 3
'dollar' | In regular: 0 | In spam: 4
'ture' | In regular: 0 | In spam: 1
'acquired' | In regular: 0 | In spam: 1
'producer' | In regular: 0 | In spam: 3
'nimated' | In regular: 0 | In spam: 1
'worldfamous' | In regular: 0 | In spam: 1
'pokemon' | In regular: 0 | In spam: 1
'yearold' | In regular: 0 | In spam: 1
'company' | In regular: 0 | In spam: 8
'clients' | In regular: 0 | In spam: 3
'japanese' | In regular: 0 | In spam: 1
'shows' | In regular: 0 | In spam: 8
'numerous' | In regular: 0 | In spam: 2
'jang' | In regular: 0 | In spam: 1
'cyper' | In regular: 0 | In spam: 9
'bined' | In regular: 0 | In spam: 1
'along' | In regular: 0 | In spam: 2
'enabling' | In regular: 0 | In spam: 1
'profitably' | In regular: 0 | In spam: 1
'animators' | In regular: 0 | In spam: 1
'excited' | In regular: 0 | In spam: 1
'newest' | In regular: 0 | In spam: 1
'commitment' | In regular: 0 | In spam: 2
'letter' | In regular: 0 | In spam: 6
'publisher' | In regular: 0 | In spam: 2
'venture' | In regular: 0 | In spam: 1
'pouring' | In regular: 0 | In spam: 1
'mere' | In regular: 0 | In spam: 2
'financing' | In regular: 0 | In spam: 3
'ribution' | In regular: 0 | In spam: 1
'metrogoldwynmayer' | In regular: 0 | In spam: 1
'mitment' | In regular: 0 | In spam: 1
'marine' | In regular: 0 | In spam: 1
'major' | In regular: 0 | In spam: 4
'distributor' | In regular: 0 | In spam: 1
'digital' | In regular: 0 | In spam: 7
'develops' | In regular: 0 | In spam: 1
'produces' | In regular: 0 | In spam: 2
'films' | In regular: 0 | In spam: 3
'music' | In regular: 0 | In spam: 9
'cations' | In regular: 0 | In spam: 1
'applying' | In regular: 0 | In spam: 1
'hardware' | In regular: 0 | In spam: 1
'licensing' | In regular: 0 | In spam: 6
'merchandising' | In regular: 0 | In spam: 5
'intends' | In regular: 0 | In spam: 1
'exploit' | In regular: 0 | In spam: 1
'rietary' | In regular: 0 | In spam: 1
'characters' | In regular: 0 | In spam: 6
'generate' | In regular: 0 | In spam: 1
'highten' | In regular: 0 | In spam: 1
'proprietary' | In regular: 0 | In spam: 1
'select' | In regular: 0 | In spam: 1
'manufacturers' | In regular: 0 | In spam: 1
'distributors' | In regular: 0 | In spam: 1
'apparel' | In regular: 0 | In spam: 1
